timestamp,sensor,flow_rate,temperature,pressure
2024-12-01 00:00:00,s1,150.0,9.687122234492216,64.48435611172461
2024-12-01 00:00:00,s2,120.0,8.387161349103966,61.4193580674552
2024-12-01 00:00:00,s3,135.0,9.235584388797973,62.9617792194399
2024-12-01 00:00:00,s4,105.0,10.580536954900776,60.02902684774504
2024-12-01 00:00:00,s5,90.0,10.22230093063584,58.51111504653179
2024-12-01 00:00:00,s6,75.0,11.286169900942989,57.06430849504715
2024-12-01 00:00:00,s7,60.0,12.44357011386859,55.62217850569343
2024-12-01 01:00:00,s1,150.0,13.307691550376182,64.66538457751881
2024-12-01 01:00:00,s2,120.0,9.188661710472786,61.45943308552364
2024-12-01 01:00:00,s3,135.0,14.804899985370174,63.24024499926851
2024-12-01 01:00:00,s4,105.0,6.6235431494570856,59.83117715747285
2024-12-01 01:00:00,s5,90.0,11.61688266035684,58.58084413301784
2024-12-01 01:00:00,s6,75.0,13.18308962058505,57.159154481029255
2024-12-01 01:00:00,s7,60.0,7.920136296103998,55.3960068148052
2024-12-01 02:00:00,s1,150.0,12.45803996661498,64.62290199833075
2024-12-01 02:00:00,s2,120.0,10.99033129526639,61.54951656476332
2024-12-01 02:00:00,s3,135.0,11.172629171111463,63.058631458555574
2024-12-01 02:00:00,s4,105.0,13.360342446329277,60.16801712231646
2024-12-01 02:00:00,s5,90.0,8.168776200833003,58.40843881004165
2024-12-01 02:00:00,s6,75.0,9.865681003786904,56.993284050189345
2024-12-01 02:00:00,s7,60.0,11.154967858026794,55.55774839290134
2024-12-01 03:00:00,s1,150.0,11.8063734272287,64.59031867136143
2024-12-01 03:00:00,s2,120.0,11.899447517448856,61.594972375872445
2024-12-01 03:00:00,s3,135.0,10.49636118850534,63.024818059425264
2024-12-01 03:00:00,s4,105.0,8.098398801784525,59.90491994008923
2024-12-01 03:00:00,s5,90.0,11.838926139490008,58.5919463069745
2024-12-01 03:00:00,s6,75.0,15.066291433788807,57.25331457168944
2024-12-01 03:00:00,s7,60.0,11.36285655413812,55.56814282770691
2024-12-01 04:00:00,s1,150.0,9.075444749898104,64.4537722374949
2024-12-01 04:00:00,s2,120.0,8.902334024658636,61.445116701232934
2024-12-01 04:00:00,s3,135.0,5.428507410536187,62.771425370526806
2024-12-01 04:00:00,s4,105.0,11.232181806680936,60.061609090334045
2024-12-01 04:00:00,s5,90.0,10.743882928451988,58.5371941464226
2024-12-01 04:00:00,s6,75.0,10.279907108699874,57.01399535543499
2024-12-01 04:00:00,s7,60.0,11.951994820551793,55.59759974102759
2024-12-01 05:00:00,s1,150.0,13.657173734061177,64.68285868670306
2024-12-01 05:00:00,s2,120.0,9.469634166909133,61.47348170834546
2024-12-01 05:00:00,s3,135.0,9.350921981219006,62.967546099060954
2024-12-01 05:00:00,s4,105.0,10.10533352388748,60.005266676194374
2024-12-01 05:00:00,s5,90.0,11.889448217809935,58.594472410890496
2024-12-01 05:00:00,s6,75.0,8.84557138982273,56.94227856949114
2024-12-01 05:00:00,s7,60.0,11.176222979785509,55.55881114898928
2024-12-01 06:00:00,s1,150.0,9.297732166264163,64.46488660831321
2024-12-01 06:00:00,s2,120.0,9.77711520988869,61.48885576049443
2024-12-01 06:00:00,s3,135.0,8.491161854393315,62.924558092719664
2024-12-01 06:00:00,s4,105.0,12.771964448614362,60.13859822243072
2024-12-01 06:00:00,s5,90.0,11.608351902019118,58.580417595100954
2024-12-01 06:00:00,s6,75.0,10.665666380492429,57.03328331902462
2024-12-01 06:00:00,s7,60.0,7.467275051757226,55.37336375258786
2024-12-01 07:00:00,s1,150.0,10.349611886018671,64.51748059430093
2024-12-01 07:00:00,s2,120.0,6.788332305573842,61.339416615278694
2024-12-01 07:00:00,s3,135.0,10.94808629707252,63.04740431485362
2024-12-01 07:00:00,s4,105.0,12.784464084120645,60.13922320420603
2024-12-01 07:00:00,s5,90.0,8.903409353804557,58.445170467690225
2024-12-01 07:00:00,s6,75.0,11.562618454111169,57.07813092270556
2024-12-01 07:00:00,s7,60.0,11.763840669060745,55.58819203345304
2024-12-01 08:00:00,s1,150.0,10.415577829120252,64.52077889145602
2024-12-01 08:00:00,s2,120.0,9.786419763585108,61.48932098817926
2024-12-01 08:00:00,s3,135.0,11.556333349471371,63.07781666747357
2024-12-01 08:00:00,s4,105.0,10.418574536423789,60.02092872682119
2024-12-01 08:00:00,s5,90.0,11.020361059703148,58.55101805298516
2024-12-01 08:00:00,s6,75.0,9.06982727734729,56.95349136386736
2024-12-01 08:00:00,s7,60.0,11.364744337878392,55.56823721689392
2024-12-01 09:00:00,s1,180.0,10.644686318948994,67.53223431594745
2024-12-01 09:00:00,s2,144.0,8.225557429489134,63.81127787147446
2024-12-01 09:00:00,s3,162.0,9.948380870735605,65.69741904353678
2024-12-01 09:00:00,s4,126.0,9.554201272638322,62.07771006363192
2024-12-01 09:00:00,s5,108.0,10.866115717600383,60.34330578588002
2024-12-01 09:00:00,s6,90.0,11.924491052914597,58.59622455264573
2024-12-01 09:00:00,s7,72.0,13.734257809875938,56.8867128904938
2024-12-01 10:00:00,s1,180.0,7.261905759760078,67.363095287988
2024-12-01 10:00:00,s2,144.0,12.472261802596044,64.02361309012981
2024-12-01 10:00:00,s3,162.0,9.3160094657328,65.66580047328664
2024-12-01 10:00:00,s4,126.0,8.35375999945081,62.017687999972544
2024-12-01 10:00:00,s5,108.0,10.682861137900348,60.334143056895016
2024-12-01 10:00:00,s6,90.0,8.092840957535703,58.404642047876784
2024-12-01 10:00:00,s7,72.0,10.545485170728591,56.72727425853643
2024-12-01 11:00:00,s1,180.0,9.07509897117732,67.45375494855887
2024-12-01 11:00:00,s2,144.0,9.469742110151868,63.8734871055076
2024-12-01 11:00:00,s3,162.0,9.37640380693804,65.6688201903469
2024-12-01 11:00:00,s4,126.0,11.709475687937092,62.185473784396855
2024-12-01 11:00:00,s5,108.0,10.830674217321564,60.341533710866074
2024-12-01 11:00:00,s6,90.0,6.2431073695190165,58.31215536847595
2024-12-01 11:00:00,s7,72.0,9.754950683932346,56.68774753419662
2024-12-01 12:00:00,s1,150.0,7.2494558661569934,64.36247279330784
2024-12-01 12:00:00,s2,120.0,10.946269877039388,61.547313493851966
2024-12-01 12:00:00,s3,135.0,8.432959728929042,62.92164798644645
